tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
2.0,1.0,18.0,0.1328125,WiFi_Beacon
5.0,1.0,18.0,0.328125,BL_Stream
87.0,39.0,1.0,0.984375,WiFi_Stream
107.0,1.0,6.0,0.90625,Microwave_Oven
61.0,14.0,1.0,0.984375,WiFi_Stream
128.0,128.0,0.0,1.0,WiFi_Stream
128.0,128.0,0.0,1.0,Microwave_Oven
5.0,1.0,7.0,0.4375,BL_Stream
4.0,1.0,11.0,0.2578125,BL_Stream
2.0,1.0,20.0,0.109375,WiFi_Beacon
71.0,1.0,1.0,0.984375,WiFi_Stream
75.0,1.0,31.0,0.6640625,Microwave_Oven
3.0,1.0,11.0,0.3046875,BL_Stream
3.0,1.0,12.0,0.2578125,BL_Stream
14.0,2.0,91.0,0.125,BL_Beacon
2.0,1.0,20.0,0.1015625,WiFi_Beacon
3.0,1.0,14.0,0.2421875,BL_Stream
2.0,1.0,20.0,0.1171875,WiFi_Beacon
2.0,1.0,30.0,0.0859375,WiFi_Beacon
2.0,1.0,20.0,0.09375,WiFi_Beacon
18.0,18.0,102.0,0.140625,BL_Beacon
3.0,1.0,18.0,0.21875,BL_Stream
2.0,1.0,77.0,0.0234375,BL_Beacon
