tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
3.0,1.0,4.0,0.40625,BL_Stream
29.0,2.0,1.0,0.96875,WiFi_Stream
3.0,1.0,11.0,0.25,BL_Stream
22.0,1.0,1.0,0.9375,WiFi_Stream
1.0,1.0,9.0,0.1875,BL_Stream
2.0,1.0,9.0,0.28125,BL_Stream
2.0,1.0,11.0,0.15625,WiFi_Beacon
2.0,1.0,18.0,0.125,WiFi_Beacon
32.0,32.0,0.0,1.0,Microwave_Oven
1.0,1.0,14.0,0.0625,WiFi_Beacon
1.0,1.0,18.0,0.125,BL_Stream
5.0,1.0,4.0,0.53125,BL_Stream
1.0,1.0,18.0,0.0625,WiFi_Beacon
11.0,1.0,6.0,0.625,Microwave_Oven
2.0,1.0,10.0,0.1875,WiFi_Beacon
2.0,1.0,8.0,0.3125,BL_Stream
3.0,1.0,5.0,0.40625,BL_Stream
1.0,1.0,15.0,0.0625,WiFi_Beacon
2.0,1.0,9.0,0.15625,WiFi_Beacon
8.0,1.0,7.0,0.40625,BL_Stream
4.0,1.0,9.0,0.4375,BL_Stream
2.0,1.0,9.0,0.21875,BL_Stream
2.0,1.0,6.0,0.25,BL_Stream
2.0,1.0,15.0,0.09375,WiFi_Beacon
9.0,2.0,19.0,0.34375,BL_Beacon
1.0,1.0,5.0,0.21875,BL_Stream
11.0,1.0,7.0,0.625,Microwave_Oven
3.0,1.0,7.0,0.3125,BL_Stream
1.0,1.0,29.0,0.03125,WiFi_Beacon
2.0,1.0,14.0,0.15625,BL_Stream
3.0,1.0,9.0,0.1875,BL_Stream
2.0,1.0,20.0,0.09375,WiFi_Beacon
2.0,1.0,11.0,0.21875,BL_Stream
2.0,1.0,10.0,0.15625,WiFi_Beacon
1.0,1.0,9.0,0.09375,WiFi_Beacon
1.0,1.0,8.0,0.15625,BL_Stream
2.0,1.0,4.0,0.375,BL_Stream
1.0,1.0,16.0,0.0625,WiFi_Beacon
3.0,1.0,6.0,0.34375,BL_Stream
2.0,1.0,11.0,0.125,WiFi_Beacon
1.0,1.0,9.0,0.125,WiFi_Beacon
2.0,1.0,19.0,0.09375,WiFi_Beacon
2.0,2.0,18.0,0.0625,BL_Beacon
1.0,1.0,27.0,0.03125,BL_Beacon
18.0,18.0,8.0,0.5625,BL_Beacon
31.0,31.0,1.0,0.96875,WiFi_Stream
2.0,1.0,14.0,0.09375,WiFi_Beacon
2.0,1.0,12.0,0.21875,BL_Stream
5.0,1.0,6.0,0.40625,BL_Stream
32.0,32.0,0.0,1.0,WiFi_Stream
1.0,1.0,24.0,0.03125,Microwave_Oven
3.0,1.0,17.0,0.1875,BL_Stream
3.0,1.0,9.0,0.375,BL_Stream
4.0,1.0,7.0,0.46875,BL_Stream
1.0,1.0,20.0,0.09375,WiFi_Beacon
5.0,5.0,27.0,0.15625,BL_Beacon
2.0,1.0,5.0,0.3125,BL_Stream
17.0,14.0,1.0,0.96875,WiFi_Stream
2.0,1.0,10.0,0.125,WiFi_Beacon
3.0,1.0,5.0,0.4375,BL_Stream
2.0,1.0,6.0,0.28125,BL_Stream
3.0,1.0,4.0,0.4375,BL_Stream
2.0,1.0,9.0,0.125,WiFi_Beacon
24.0,7.0,1.0,0.96875,WiFi_Stream
