tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
3.0,1.0,3.0,0.4375,BL_Stream
2.0,1.0,4.0,0.3125,BL_Stream
1.0,1.0,5.0,0.25,BL_Stream
5.0,5.0,11.0,0.3125,BL_Beacon
2.0,2.0,9.0,0.125,WiFi_Beacon
8.0,7.0,1.0,0.9375,WiFi_Stream
2.0,1.0,5.0,0.3125,BL_Stream
1.0,1.0,7.0,0.1875,BL_Stream
2.0,1.0,9.0,0.25,BL_Stream
2.0,1.0,8.0,0.3125,BL_Stream
9.0,2.0,3.0,0.6875,BL_Beacon
10.0,10.0,6.0,0.625,BL_Beacon
3.0,1.0,3.0,0.5,BL_Stream
2.0,1.0,7.0,0.1875,BL_Stream
1.0,1.0,9.0,0.1875,WiFi_Beacon
2.0,2.0,10.0,0.125,WiFi_Beacon
13.0,2.0,1.0,0.9375,WiFi_Stream
1.0,1.0,9.0,0.125,WiFi_Beacon
1.0,1.0,4.0,0.25,BL_Stream
1.0,1.0,12.0,0.0625,WiFi_Beacon
1.0,1.0,8.0,0.125,WiFi_Beacon
2.0,1.0,3.0,0.375,BL_Stream
1.0,1.0,14.0,0.0625,WiFi_Beacon
1.0,1.0,7.0,0.25,BL_Stream
2.0,1.0,11.0,0.1875,WiFi_Beacon
2.0,2.0,11.0,0.25,BL_Stream
3.0,1.0,6.0,0.4375,Microwave_Oven
2.0,2.0,14.0,0.125,WiFi_Beacon
3.0,1.0,7.0,0.25,BL_Stream
1.0,1.0,7.0,0.125,WiFi_Beacon
1.0,1.0,5.0,0.1875,BL_Stream
3.0,1.0,7.0,0.4375,BL_Stream
5.0,1.0,3.0,0.5,BL_Stream
3.0,1.0,2.0,0.5625,BL_Stream
3.0,1.0,6.0,0.25,BL_Stream
1.0,1.0,11.0,0.0625,BL_Beacon
2.0,2.0,12.0,0.125,BL_Beacon
3.0,1.0,5.0,0.375,BL_Stream
2.0,2.0,13.0,0.125,WiFi_Beacon
2.0,1.0,5.0,0.375,BL_Stream
4.0,1.0,7.0,0.3125,BL_Stream
1.0,1.0,9.0,0.0625,WiFi_Beacon
15.0,15.0,1.0,0.9375,WiFi_Stream
1.0,1.0,10.0,0.125,WiFi_Beacon
3.0,1.0,6.0,0.375,BL_Stream
1.0,1.0,14.0,0.0625,BL_Stream
1.0,1.0,8.0,0.0625,Microwave_Oven
1.0,1.0,9.0,0.25,BL_Stream
16.0,16.0,0.0,1.0,Microwave_Oven
8.0,8.0,8.0,0.5,BL_Beacon
5.0,3.0,4.0,0.5,BL_Stream
2.0,2.0,8.0,0.125,WiFi_Beacon
7.0,1.0,1.0,0.875,WiFi_Stream
4.0,1.0,2.0,0.5625,BL_Stream
11.0,1.0,2.0,0.8125,Microwave_Oven
2.0,1.0,3.0,0.4375,BL_Stream
1.0,1.0,8.0,0.125,BL_Stream
11.0,2.0,3.0,0.8125,Microwave_Oven
2.0,1.0,5.0,0.1875,WiFi_Beacon
1.0,1.0,8.0,0.0625,WiFi_Beacon
3.0,1.0,4.0,0.5,BL_Stream
1.0,1.0,12.0,0.125,BL_Stream
14.0,1.0,1.0,0.9375,WiFi_Stream
3.0,1.0,5.0,0.3125,BL_Stream
16.0,16.0,0.0,1.0,WiFi_Stream
1.0,1.0,13.0,0.0625,WiFi_Beacon
2.0,1.0,6.0,0.3125,BL_Stream
2.0,1.0,10.0,0.1875,WiFi_Beacon
1.0,1.0,6.0,0.1875,BL_Stream
3.0,2.0,4.0,0.5,BL_Stream
1.0,1.0,11.0,0.0625,BL_Stream
3.0,2.0,11.0,0.3125,BL_Stream
6.0,1.0,7.0,0.4375,Microwave_Oven
3.0,1.0,2.0,0.625,BL_Stream
1.0,1.0,10.0,0.0625,WiFi_Beacon
2.0,1.0,5.0,0.25,BL_Stream
1.0,1.0,9.0,0.125,BL_Stream
1.0,1.0,15.0,0.0625,WiFi_Beacon
2.0,1.0,8.0,0.1875,WiFi_Beacon
3.0,1.0,8.0,0.25,BL_Stream
8.0,2.0,4.0,0.625,BL_Stream
2.0,2.0,12.0,0.125,WiFi_Beacon
2.0,2.0,11.0,0.125,WiFi_Beacon
