tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
3.0,1.0,8.0,0.28125,BL_Stream
58.0,5.0,1.0,0.984375,WiFi_Stream
64.0,64.0,0.0,1.0,WiFi_Stream
2.0,1.0,12.0,0.125,WiFi_Beacon
51.0,12.0,1.0,0.984375,WiFi_Stream
2.0,1.0,8.0,0.1875,BL_Stream
4.0,1.0,8.0,0.296875,BL_Stream
2.0,1.0,11.0,0.109375,WiFi_Beacon
4.0,1.0,9.0,0.3125,BL_Stream
45.0,1.0,7.0,0.859375,Microwave_Oven
62.0,1.0,1.0,0.984375,WiFi_Stream
3.0,3.0,61.0,0.046875,Microwave_Oven
4.0,4.0,60.0,0.0625,BL_Beacon
2.0,2.0,40.0,0.03125,BL_Beacon
3.0,1.0,9.0,0.375,BL_Stream
23.0,1.0,28.0,0.40625,Microwave_Oven
4.0,1.0,8.0,0.328125,BL_Stream
3.0,1.0,11.0,0.265625,BL_Stream
3.0,1.0,11.0,0.375,BL_Stream
2.0,1.0,13.0,0.109375,WiFi_Beacon
33.0,7.0,1.0,0.96875,WiFi_Stream
2.0,1.0,11.0,0.234375,BL_Stream
2.0,1.0,10.0,0.140625,WiFi_Beacon
3.0,3.0,57.0,0.046875,BL_Beacon
5.0,1.0,7.0,0.5,BL_Stream
4.0,1.0,7.0,0.375,BL_Stream
41.0,22.0,1.0,0.984375,WiFi_Stream
5.0,1.0,8.0,0.34375,BL_Stream
16.0,2.0,45.0,0.28125,Microwave_Oven
45.0,18.0,1.0,0.984375,WiFi_Stream
2.0,2.0,37.0,0.03125,BL_Beacon
5.0,1.0,5.0,0.46875,BL_Stream
3.0,1.0,18.0,0.265625,BL_Stream
3.0,1.0,18.0,0.21875,BL_Stream
2.0,1.0,11.0,0.1875,BL_Stream
56.0,7.0,1.0,0.984375,WiFi_Stream
35.0,1.0,13.0,0.578125,Microwave_Oven
3.0,1.0,11.0,0.234375,BL_Stream
8.0,6.0,37.0,0.21875,BL_Beacon
1.0,1.0,57.0,0.015625,BL_Beacon
21.0,21.0,43.0,0.328125,Microwave_Oven
3.0,1.0,9.0,0.28125,BL_Stream
2.0,1.0,29.0,0.0625,WiFi_Beacon
2.0,1.0,30.0,0.109375,WiFi_Beacon
3.0,1.0,11.0,0.25,BL_Stream
61.0,2.0,1.0,0.984375,WiFi_Stream
