tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
273.0,1.0,1.0,0.99267578125,WiFi_Stream
8.0,1.0,18.0,0.33837890625,BL_Stream
468.0,1.0,171.0,0.8466796875,Microwave_Oven
472.0,1.0,170.0,0.77685546875,Microwave_Oven
483.0,1.0,167.0,0.7822265625,Microwave_Oven
14.0,1.0,461.0,0.02490234375,BL_Beacon
2.0,1.0,30.0,0.1083984375,WiFi_Beacon
483.0,1.0,160.0,0.81591796875,Microwave_Oven
269.0,1.0,2.0,0.990234375,WiFi_Stream
18.0,1.0,461.0,0.0302734375,BL_Beacon
2.0,1.0,30.0,0.107421875,WiFi_Beacon
8.0,1.0,14.0,0.31982421875,BL_Stream
16.0,1.0,462.0,0.02734375,BL_Beacon
518.0,1.0,1.0,0.9921875,WiFi_Stream
2.0,1.0,30.0,0.109375,WiFi_Beacon
8.0,1.0,18.0,0.30859375,BL_Stream
420.0,1.0,1.0,0.990234375,WiFi_Stream
2.0,1.0,30.0,0.1064453125,WiFi_Beacon
8.0,1.0,18.0,0.31787109375,BL_Stream
18.0,1.0,461.0,0.0380859375,BL_Beacon
