tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
5.0,1.0,18.0,0.31640625,BL_Stream
8.0,1.0,11.0,0.361328125,BL_Stream
2.0,1.0,20.0,0.111328125,WiFi_Beacon
5.0,1.0,18.0,0.251953125,BL_Stream
262.0,1.0,35.0,0.89453125,Microwave_Oven
390.0,1.0,44.0,0.888671875,Microwave_Oven
183.0,15.0,1.0,0.990234375,WiFi_Stream
2.0,1.0,20.0,0.109375,WiFi_Beacon
3.0,3.0,377.0,0.005859375,BL_Beacon
14.0,1.0,247.0,0.029296875,BL_Beacon
9.0,1.0,11.0,0.326171875,BL_Stream
199.0,18.0,2.0,0.986328125,WiFi_Stream
229.0,1.0,1.0,0.994140625,WiFi_Stream
321.0,1.0,156.0,0.681640625,Microwave_Oven
8.0,1.0,18.0,0.35546875,BL_Stream
468.0,1.0,15.0,0.94140625,Microwave_Oven
18.0,3.0,461.0,0.041015625,BL_Beacon
114.0,74.0,1.0,0.9921875,WiFi_Stream
2.0,1.0,30.0,0.103515625,WiFi_Beacon
5.0,1.0,12.0,0.314453125,BL_Stream
18.0,1.0,264.0,0.041015625,BL_Beacon
355.0,1.0,92.0,0.748046875,Microwave_Oven
267.0,1.0,1.0,0.990234375,WiFi_Stream
271.0,1.0,49.0,0.884765625,Microwave_Oven
2.0,1.0,316.0,0.005859375,BL_Beacon
8.0,1.0,14.0,0.310546875,BL_Stream
455.0,2.0,48.0,0.900390625,Microwave_Oven
5.0,1.0,11.0,0.341796875,BL_Stream
200.0,1.0,1.0,0.990234375,WiFi_Stream
228.0,14.0,1.0,0.9921875,WiFi_Stream
114.0,94.0,1.0,0.990234375,WiFi_Stream
229.0,1.0,1.0,0.9921875,WiFi_Stream
459.0,1.0,31.0,0.916015625,Microwave_Oven
3.0,1.0,18.0,0.2578125,BL_Stream
16.0,1.0,219.0,0.037109375,BL_Beacon
5.0,1.0,18.0,0.314453125,BL_Stream
16.0,1.0,221.0,0.0390625,BL_Beacon
149.0,1.0,167.0,0.603515625,Microwave_Oven
2.0,1.0,20.0,0.10546875,WiFi_Beacon
12.0,1.0,213.0,0.03515625,BL_Beacon
334.0,1.0,41.0,0.90234375,Microwave_Oven
10.0,2.0,310.0,0.03125,BL_Beacon
12.0,1.0,172.0,0.03125,BL_Beacon
2.0,1.0,20.0,0.107421875,WiFi_Beacon
8.0,1.0,18.0,0.34375,BL_Stream
2.0,2.0,257.0,0.00390625,BL_Beacon
2.0,1.0,21.0,0.107421875,WiFi_Beacon
18.0,3.0,301.0,0.041015625,BL_Beacon
293.0,21.0,1.0,0.990234375,WiFi_Stream
200.0,1.0,1.0,0.98828125,WiFi_Stream
8.0,1.0,18.0,0.3046875,BL_Stream
464.0,1.0,23.0,0.935546875,Microwave_Oven
8.0,1.0,18.0,0.32421875,BL_Stream
2.0,1.0,30.0,0.10546875,WiFi_Beacon
168.0,6.0,1.0,0.98828125,WiFi_Stream
2.0,1.0,30.0,0.107421875,WiFi_Beacon
5.0,1.0,12.0,0.294921875,BL_Stream
271.0,15.0,1.0,0.990234375,WiFi_Stream
5.0,1.0,14.0,0.28125,BL_Stream
5.0,1.0,11.0,0.357421875,BL_Stream
396.0,1.0,38.0,0.900390625,Microwave_Oven
226.0,1.0,1.0,0.990234375,WiFi_Stream
10.0,1.0,150.0,0.037109375,BL_Beacon
377.0,377.0,135.0,0.736328125,Microwave_Oven
135.0,63.0,1.0,0.9921875,WiFi_Stream
2.0,1.0,30.0,0.111328125,WiFi_Beacon
18.0,1.0,204.0,0.041015625,BL_Beacon
273.0,110.0,1.0,0.99609375,WiFi_Stream
333.0,1.0,43.0,0.88671875,Microwave_Oven
193.0,1.0,160.0,0.623046875,Microwave_Oven
14.0,2.0,275.0,0.03125,BL_Beacon
18.0,18.0,430.0,0.03515625,BL_Beacon
295.0,1.0,156.0,0.634765625,Microwave_Oven
8.0,1.0,209.0,0.033203125,BL_Beacon
435.0,435.0,77.0,0.849609375,Microwave_Oven
208.0,1.0,170.0,0.609375,Microwave_Oven
182.0,1.0,1.0,0.98828125,WiFi_Stream
14.0,14.0,374.0,0.02734375,BL_Beacon
16.0,1.0,146.0,0.037109375,BL_Beacon
200.0,18.0,2.0,0.990234375,WiFi_Stream
2.0,1.0,30.0,0.109375,WiFi_Beacon
455.0,1.0,1.0,0.99609375,WiFi_Stream
8.0,1.0,11.0,0.369140625,BL_Stream
415.0,1.0,32.0,0.8671875,Microwave_Oven
