tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
8.0,1.0,18.0,0.3095703125,BL_Stream
10.0,1.0,460.0,0.0341796875,BL_Beacon
293.0,1.0,1.0,0.990234375,WiFi_Stream
468.0,1.0,156.0,0.7646484375,Microwave_Oven
229.0,1.0,2.0,0.9921875,WiFi_Stream
462.0,1.0,44.0,0.8779296875,Microwave_Oven
14.0,1.0,374.0,0.03125,BL_Beacon
8.0,1.0,18.0,0.3291015625,BL_Stream
8.0,1.0,18.0,0.306640625,BL_Stream
468.0,1.0,31.0,0.9287109375,Microwave_Oven
9.0,1.0,11.0,0.34765625,BL_Stream
464.0,1.0,160.0,0.75390625,Microwave_Oven
12.0,1.0,461.0,0.0185546875,BL_Beacon
2.0,1.0,30.0,0.107421875,WiFi_Beacon
483.0,1.0,167.0,0.7529296875,Microwave_Oven
273.0,94.0,1.0,0.9931640625,WiFi_Stream
8.0,1.0,18.0,0.3408203125,BL_Stream
271.0,14.0,1.0,0.9892578125,WiFi_Stream
2.0,1.0,30.0,0.1103515625,WiFi_Beacon
18.0,1.0,461.0,0.0224609375,BL_Beacon
229.0,1.0,1.0,0.9921875,WiFi_Stream
18.0,1.0,275.0,0.0361328125,BL_Beacon
18.0,1.0,461.0,0.0400390625,BL_Beacon
2.0,1.0,30.0,0.109375,WiFi_Beacon
2.0,1.0,30.0,0.1044921875,WiFi_Beacon
435.0,1.0,169.0,0.798828125,Microwave_Oven
2.0,1.0,30.0,0.1083984375,WiFi_Beacon
8.0,1.0,18.0,0.3359375,BL_Stream
5.0,1.0,14.0,0.3115234375,BL_Stream
18.0,3.0,461.0,0.0380859375,BL_Beacon
483.0,1.0,135.0,0.8115234375,Microwave_Oven
455.0,1.0,1.0,0.994140625,WiFi_Stream
16.0,1.0,247.0,0.033203125,BL_Beacon
469.0,1.0,170.0,0.7548828125,Microwave_Oven
226.0,1.0,2.0,0.98828125,WiFi_Stream
8.0,1.0,12.0,0.328125,BL_Stream
2.0,1.0,21.0,0.107421875,WiFi_Beacon
16.0,1.0,316.0,0.021484375,BL_Beacon
5.0,1.0,18.0,0.3076171875,BL_Stream
182.0,1.0,1.0,0.990234375,WiFi_Stream
420.0,1.0,1.0,0.990234375,WiFi_Stream
464.0,1.0,156.0,0.80859375,Microwave_Oven
