tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
290.0,8.0,1.0,0.990234375,WiFi_Stream
1.0,1.0,483.0,0.001953125,BL_Beacon
5.0,1.0,14.0,0.2734375,BL_Stream
12.0,3.0,438.0,0.029296875,BL_Beacon
9.0,7.0,420.0,0.03125,BL_Beacon
18.0,2.0,461.0,0.0390625,BL_Beacon
255.0,1.0,21.0,0.90625,Microwave_Oven
129.0,65.0,1.0,0.9921875,WiFi_Stream
12.0,1.0,172.0,0.03125,BL_Beacon
317.0,1.0,43.0,0.88671875,Microwave_Oven
286.0,1.0,62.0,0.875,Microwave_Oven
8.0,7.0,296.0,0.029296875,BL_Beacon
321.0,1.0,156.0,0.681640625,Microwave_Oven
9.0,1.0,17.0,0.3203125,BL_Stream
118.0,81.0,1.0,0.9921875,WiFi_Stream
257.0,2.0,1.0,0.994140625,WiFi_Stream
381.0,381.0,131.0,0.744140625,Microwave_Oven
426.0,12.0,72.0,0.85546875,Microwave_Oven
199.0,9.0,1.0,0.986328125,WiFi_Stream
188.0,15.0,1.0,0.9921875,WiFi_Stream
219.0,9.0,1.0,0.990234375,WiFi_Stream
7.0,1.0,13.0,0.38671875,BL_Stream
311.0,1.0,23.0,0.896484375,Microwave_Oven
177.0,26.0,1.0,0.994140625,WiFi_Stream
5.0,1.0,13.0,0.376953125,BL_Stream
142.0,19.0,1.0,0.986328125,WiFi_Stream
2.0,1.0,20.0,0.103515625,WiFi_Beacon
229.0,1.0,13.0,0.939453125,Microwave_Oven
4.0,1.0,18.0,0.322265625,BL_Stream
183.0,15.0,1.0,0.990234375,WiFi_Stream
9.0,1.0,14.0,0.376953125,BL_Stream
394.0,394.0,118.0,0.76953125,Microwave_Oven
323.0,86.0,1.0,0.99609375,WiFi_Stream
105.0,27.0,1.0,0.986328125,WiFi_Stream
6.0,1.0,14.0,0.294921875,BL_Stream
277.0,1.0,59.0,0.826171875,Microwave_Oven
267.0,17.0,1.0,0.99609375,WiFi_Stream
244.0,1.0,102.0,0.744140625,Microwave_Oven
8.0,1.0,11.0,0.390625,BL_Stream
18.0,18.0,430.0,0.03515625,BL_Beacon
5.0,1.0,18.0,0.31640625,BL_Stream
5.0,1.0,14.0,0.263671875,BL_Stream
229.0,1.0,1.0,0.990234375,WiFi_Stream
211.0,24.0,1.0,0.990234375,WiFi_Stream
1.0,1.0,376.0,0.001953125,BL_Beacon
7.0,1.0,14.0,0.337890625,BL_Stream
18.0,18.0,286.0,0.03515625,BL_Beacon
315.0,1.0,98.0,0.755859375,Microwave_Oven
2.0,2.0,257.0,0.00390625,BL_Beacon
1.0,1.0,325.0,0.001953125,BL_Beacon
3.0,3.0,289.0,0.005859375,BL_Beacon
5.0,1.0,14.0,0.380859375,BL_Stream
18.0,3.0,461.0,0.041015625,BL_Beacon
273.0,1.0,98.0,0.76171875,Microwave_Oven
15.0,15.0,321.0,0.029296875,BL_Beacon
413.0,1.0,96.0,0.80859375,Microwave_Oven
251.0,3.0,1.0,0.98828125,WiFi_Stream
5.0,1.0,12.0,0.2890625,BL_Stream
5.0,1.0,14.0,0.361328125,BL_Stream
2.0,2.0,359.0,0.00390625,BL_Beacon
5.0,1.0,18.0,0.283203125,BL_Stream
