tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
18.0,1.0,275.0,0.0361328125,BL_Beacon
528.0,36.0,1.0,0.9970703125,WiFi_Stream
501.0,9.0,131.0,0.7978515625,Microwave_Oven
2.0,1.0,21.0,0.109375,WiFi_Beacon
454.0,1.0,50.0,0.91796875,Microwave_Oven
293.0,9.0,1.0,0.990234375,WiFi_Stream
323.0,8.0,1.0,0.9931640625,WiFi_Stream
2.0,2.0,769.0,0.001953125,BL_Beacon
460.0,1.0,79.0,0.80859375,Microwave_Oven
458.0,1.0,171.0,0.779296875,Microwave_Oven
288.0,15.0,2.0,0.9912109375,WiFi_Stream
2.0,1.0,497.0,0.0029296875,BL_Beacon
501.0,1.0,132.0,0.7568359375,Microwave_Oven
315.0,2.0,1.0,0.9912109375,WiFi_Stream
1.0,1.0,651.0,0.0009765625,BL_Beacon
228.0,1.0,1.0,0.9912109375,WiFi_Stream
6.0,1.0,14.0,0.3681640625,BL_Stream
152.0,15.0,1.0,0.986328125,WiFi_Stream
1.0,1.0,548.0,0.0009765625,BL_Beacon
8.0,1.0,18.0,0.3408203125,BL_Stream
455.0,1.0,1.0,0.994140625,WiFi_Stream
467.0,1.0,84.0,0.8232421875,Microwave_Oven
472.0,1.0,135.0,0.7607421875,Microwave_Oven
13.0,2.0,692.0,0.0146484375,BL_Beacon
5.0,1.0,14.0,0.337890625,BL_Stream
18.0,1.0,461.0,0.0361328125,BL_Beacon
466.0,12.0,1.0,0.9931640625,WiFi_Stream
6.0,1.0,14.0,0.361328125,BL_Stream
315.0,8.0,1.0,0.9912109375,WiFi_Stream
298.0,32.0,1.0,0.994140625,WiFi_Stream
8.0,1.0,14.0,0.3203125,BL_Stream
231.0,92.0,1.0,0.9951171875,WiFi_Stream
6.0,1.0,14.0,0.3583984375,BL_Stream
6.0,1.0,14.0,0.3466796875,BL_Stream
9.0,1.0,14.0,0.3447265625,BL_Stream
293.0,1.0,1.0,0.990234375,WiFi_Stream
460.0,1.0,158.0,0.7607421875,Microwave_Oven
251.0,3.0,1.0,0.986328125,WiFi_Stream
285.0,9.0,1.0,0.990234375,WiFi_Stream
199.0,4.0,1.0,0.986328125,WiFi_Stream
1.0,1.0,436.0,0.0029296875,BL_Beacon
428.0,1.0,133.0,0.8359375,Microwave_Oven
2.0,1.0,21.0,0.107421875,WiFi_Beacon
6.0,1.0,14.0,0.3349609375,BL_Stream
257.0,2.0,1.0,0.9921875,WiFi_Stream
6.0,1.0,13.0,0.35546875,BL_Stream
472.0,40.0,1.0,0.994140625,WiFi_Stream
358.0,9.0,1.0,0.990234375,WiFi_Stream
501.0,1.0,88.0,0.8974609375,Microwave_Oven
9.0,1.0,11.0,0.34765625,BL_Stream
492.0,1.0,171.0,0.78515625,Microwave_Oven
291.0,9.0,1.0,0.9892578125,WiFi_Stream
471.0,1.0,136.0,0.828125,Microwave_Oven
501.0,1.0,98.0,0.8232421875,Microwave_Oven
2.0,1.0,21.0,0.1103515625,WiFi_Beacon
473.0,1.0,171.0,0.7607421875,Microwave_Oven
463.0,1.0,127.0,0.8125,Microwave_Oven
501.0,1.0,116.0,0.763671875,Microwave_Oven
463.0,1.0,155.0,0.767578125,Microwave_Oven
9.0,1.0,17.0,0.3505859375,BL_Stream
6.0,1.0,14.0,0.3388671875,BL_Stream
6.0,1.0,18.0,0.326171875,BL_Stream
2.0,1.0,30.0,0.111328125,WiFi_Beacon
8.0,1.0,18.0,0.306640625,BL_Stream
226.0,1.0,2.0,0.98828125,WiFi_Stream
270.0,17.0,1.0,0.9892578125,WiFi_Stream
7.0,1.0,14.0,0.330078125,BL_Stream
16.0,1.0,247.0,0.033203125,BL_Beacon
7.0,1.0,461.0,0.013671875,BL_Beacon
420.0,1.0,1.0,0.990234375,WiFi_Stream
18.0,2.0,543.0,0.01953125,BL_Beacon
459.0,1.0,163.0,0.7822265625,Microwave_Oven
268.0,8.0,1.0,0.9912109375,WiFi_Stream
501.0,1.0,150.0,0.7626953125,Microwave_Oven
5.0,1.0,21.0,0.3271484375,BL_Stream
5.0,1.0,18.0,0.33984375,BL_Stream
7.0,1.0,18.0,0.34375,BL_Stream
6.0,1.0,14.0,0.33984375,BL_Stream
9.0,1.0,460.0,0.0244140625,BL_Beacon
5.0,1.0,13.0,0.3310546875,BL_Stream
2.0,2.0,755.0,0.001953125,BL_Beacon
5.0,1.0,14.0,0.3115234375,BL_Stream
12.0,1.0,461.0,0.0205078125,BL_Beacon
8.0,1.0,13.0,0.3564453125,BL_Stream
380.0,9.0,1.0,0.9892578125,WiFi_Stream
9.0,1.0,18.0,0.3359375,BL_Stream
8.0,1.0,14.0,0.328125,BL_Stream
477.0,1.0,150.0,0.771484375,Microwave_Oven
256.0,2.0,1.0,0.990234375,WiFi_Stream
469.0,1.0,38.0,0.9228515625,Microwave_Oven
18.0,1.0,451.0,0.0341796875,BL_Beacon
5.0,1.0,18.0,0.3193359375,BL_Stream
6.0,1.0,14.0,0.341796875,BL_Stream
15.0,1.0,452.0,0.029296875,BL_Beacon
1.0,1.0,623.0,0.001953125,BL_Beacon
466.0,16.0,1.0,0.9931640625,WiFi_Stream
6.0,1.0,13.0,0.33203125,BL_Stream
376.0,1.0,1.0,0.990234375,WiFi_Stream
8.0,1.0,18.0,0.3095703125,BL_Stream
245.0,3.0,1.0,0.9931640625,WiFi_Stream
194.0,21.0,1.0,0.990234375,WiFi_Stream
1.0,1.0,776.0,0.001953125,BL_Beacon
2.0,1.0,30.0,0.107421875,WiFi_Beacon
239.0,9.0,1.0,0.9892578125,WiFi_Stream
341.0,12.0,1.0,0.9921875,WiFi_Stream
220.0,12.0,1.0,0.9892578125,WiFi_Stream
2.0,1.0,30.0,0.103515625,WiFi_Beacon
458.0,1.0,170.0,0.775390625,Microwave_Oven
6.0,1.0,14.0,0.3330078125,BL_Stream
1.0,1.0,1004.0,0.0009765625,BL_Beacon
483.0,1.0,135.0,0.8115234375,Microwave_Oven
8.0,1.0,811.0,0.0087890625,BL_Beacon
464.0,1.0,160.0,0.75390625,Microwave_Oven
2.0,1.0,30.0,0.109375,WiFi_Beacon
18.0,1.0,461.0,0.0400390625,BL_Beacon
295.0,2.0,1.0,0.98828125,WiFi_Stream
5.0,1.0,14.0,0.349609375,BL_Stream
200.0,1.0,1.0,0.98828125,WiFi_Stream
495.0,1.0,59.0,0.91796875,Microwave_Oven
9.0,1.0,14.0,0.3505859375,BL_Stream
9.0,1.0,18.0,0.3193359375,BL_Stream
239.0,1.0,1.0,0.9853515625,WiFi_Stream
213.0,2.0,1.0,0.990234375,WiFi_Stream
9.0,1.0,463.0,0.0146484375,BL_Beacon
501.0,1.0,134.0,0.7734375,Microwave_Oven
6.0,1.0,14.0,0.330078125,BL_Stream
9.0,1.0,17.0,0.322265625,BL_Stream
437.0,1.0,144.0,0.826171875,Microwave_Oven
1.0,1.0,477.0,0.00390625,BL_Beacon
495.0,1.0,34.0,0.921875,Microwave_Oven
273.0,17.0,2.0,0.9931640625,WiFi_Stream
7.0,1.0,18.0,0.33203125,BL_Stream
461.0,1.0,24.0,0.94140625,Microwave_Oven
260.0,16.0,2.0,0.9873046875,WiFi_Stream
472.0,1.0,173.0,0.75390625,Microwave_Oven
399.0,1.0,171.0,0.796875,Microwave_Oven
207.0,5.0,1.0,0.9873046875,WiFi_Stream
6.0,1.0,18.0,0.3125,BL_Stream
483.0,1.0,62.0,0.890625,Microwave_Oven
459.0,1.0,136.0,0.853515625,Microwave_Oven
16.0,1.0,330.0,0.0224609375,BL_Beacon
5.0,1.0,18.0,0.3076171875,BL_Stream
17.0,1.0,483.0,0.0185546875,BL_Beacon
501.0,1.0,160.0,0.7646484375,Microwave_Oven
13.0,1.0,426.0,0.013671875,BL_Beacon
290.0,17.0,1.0,0.9892578125,WiFi_Stream
6.0,1.0,14.0,0.3359375,BL_Stream
6.0,1.0,14.0,0.3701171875,BL_Stream
182.0,1.0,1.0,0.990234375,WiFi_Stream
5.0,1.0,18.0,0.3427734375,BL_Stream
472.0,1.0,76.0,0.888671875,Microwave_Oven
467.0,1.0,145.0,0.759765625,Microwave_Oven
6.0,1.0,14.0,0.357421875,BL_Stream
435.0,1.0,169.0,0.798828125,Microwave_Oven
277.0,40.0,1.0,0.994140625,WiFi_Stream
18.0,1.0,449.0,0.033203125,BL_Beacon
499.0,1.0,144.0,0.7578125,Microwave_Oven
6.0,1.0,14.0,0.322265625,BL_Stream
501.0,1.0,127.0,0.7802734375,Microwave_Oven
15.0,1.0,460.0,0.015625,BL_Beacon
7.0,1.0,14.0,0.3662109375,BL_Stream
9.0,1.0,17.0,0.33203125,BL_Stream
5.0,1.0,14.0,0.37109375,BL_Stream
371.0,40.0,1.0,0.994140625,WiFi_Stream
17.0,17.0,859.0,0.0166015625,BL_Beacon
478.0,1.0,133.0,0.80859375,Microwave_Oven
4.0,1.0,614.0,0.0048828125,BL_Beacon
421.0,7.0,1.0,0.994140625,WiFi_Stream
505.0,1.0,170.0,0.76953125,Microwave_Oven
10.0,10.0,746.0,0.009765625,BL_Beacon
495.0,1.0,150.0,0.7578125,Microwave_Oven
2.0,1.0,448.0,0.00390625,BL_Beacon
445.0,1.0,85.0,0.8876953125,Microwave_Oven
464.0,1.0,169.0,0.7900390625,Microwave_Oven
18.0,1.0,594.0,0.0185546875,BL_Beacon
519.0,1.0,162.0,0.794921875,Microwave_Oven
483.0,1.0,167.0,0.7529296875,Microwave_Oven
463.0,1.0,105.0,0.8056640625,Microwave_Oven
501.0,1.0,153.0,0.841796875,Microwave_Oven
2.0,1.0,30.0,0.1064453125,WiFi_Beacon
429.0,24.0,1.0,0.994140625,WiFi_Stream
16.0,1.0,316.0,0.021484375,BL_Beacon
1.0,1.0,963.0,0.0009765625,BL_Beacon
1.0,1.0,471.0,0.00390625,BL_Beacon
8.0,1.0,18.0,0.3291015625,BL_Stream
18.0,3.0,769.0,0.0205078125,BL_Beacon
2.0,1.0,21.0,0.1044921875,WiFi_Beacon
9.0,1.0,12.0,0.3408203125,BL_Stream
7.0,1.0,18.0,0.32421875,BL_Stream
7.0,1.0,18.0,0.3251953125,BL_Stream
5.0,1.0,18.0,0.33203125,BL_Stream
460.0,1.0,109.0,0.763671875,Microwave_Oven
17.0,1.0,633.0,0.017578125,BL_Beacon
9.0,1.0,17.0,0.3349609375,BL_Stream
364.0,15.0,1.0,0.9931640625,WiFi_Stream
8.0,1.0,436.0,0.01953125,BL_Beacon
404.0,1.0,160.0,0.8115234375,Microwave_Oven
14.0,1.0,461.0,0.01953125,BL_Beacon
18.0,1.0,357.0,0.01953125,BL_Beacon
12.0,1.0,461.0,0.03125,BL_Beacon
17.0,1.0,450.0,0.033203125,BL_Beacon
17.0,17.0,572.0,0.0166015625,BL_Beacon
421.0,19.0,1.0,0.9912109375,WiFi_Stream
523.0,1.0,169.0,0.791015625,Microwave_Oven
1.0,1.0,749.0,0.0009765625,BL_Beacon
347.0,3.0,1.0,0.9921875,WiFi_Stream
340.0,9.0,1.0,0.9892578125,WiFi_Stream
499.0,1.0,1.0,0.9921875,WiFi_Stream
6.0,1.0,18.0,0.3291015625,BL_Stream
468.0,1.0,156.0,0.7646484375,Microwave_Oven
501.0,1.0,137.0,0.755859375,Microwave_Oven
257.0,6.0,1.0,0.984375,WiFi_Stream
487.0,1.0,167.0,0.814453125,Microwave_Oven
364.0,81.0,1.0,0.994140625,WiFi_Stream
2.0,1.0,21.0,0.111328125,WiFi_Beacon
18.0,3.0,460.0,0.0205078125,BL_Beacon
2.0,2.0,635.0,0.001953125,BL_Beacon
454.0,9.0,168.0,0.8349609375,Microwave_Oven
280.0,51.0,1.0,0.9951171875,WiFi_Stream
2.0,1.0,359.0,0.0048828125,BL_Beacon
257.0,9.0,1.0,0.9873046875,WiFi_Stream
492.0,1.0,154.0,0.7900390625,Microwave_Oven
501.0,1.0,127.0,0.7646484375,Microwave_Oven
18.0,2.0,460.0,0.01953125,BL_Beacon
6.0,1.0,14.0,0.36328125,BL_Stream
17.0,1.0,711.0,0.0185546875,BL_Beacon
501.0,1.0,124.0,0.765625,Microwave_Oven
7.0,1.0,18.0,0.3447265625,BL_Stream
5.0,1.0,14.0,0.3408203125,BL_Stream
286.0,21.0,1.0,0.9912109375,WiFi_Stream
511.0,12.0,171.0,0.8291015625,Microwave_Oven
487.0,1.0,156.0,0.759765625,Microwave_Oven
17.0,3.0,461.0,0.01953125,BL_Beacon
10.0,4.0,460.0,0.0185546875,BL_Beacon
205.0,3.0,1.0,0.98828125,WiFi_Stream
501.0,1.0,110.0,0.7646484375,Microwave_Oven
298.0,18.0,1.0,0.9931640625,WiFi_Stream
15.0,1.0,460.0,0.021484375,BL_Beacon
464.0,1.0,133.0,0.7578125,Microwave_Oven
2.0,1.0,656.0,0.0029296875,BL_Beacon
280.0,9.0,1.0,0.990234375,WiFi_Stream
7.0,1.0,18.0,0.3232421875,BL_Stream
8.0,1.0,12.0,0.328125,BL_Stream
18.0,3.0,461.0,0.0380859375,BL_Beacon
6.0,1.0,13.0,0.3505859375,BL_Stream
9.0,1.0,18.0,0.341796875,BL_Stream
2.0,1.0,513.0,0.0029296875,BL_Beacon
239.0,5.0,1.0,0.9873046875,WiFi_Stream
421.0,8.0,1.0,0.9912109375,WiFi_Stream
6.0,1.0,14.0,0.3095703125,BL_Stream
8.0,1.0,14.0,0.3330078125,BL_Stream
6.0,1.0,14.0,0.3486328125,BL_Stream
463.0,1.0,140.0,0.759765625,Microwave_Oven
2.0,1.0,20.0,0.1083984375,WiFi_Beacon
464.0,1.0,150.0,0.75390625,Microwave_Oven
15.0,1.0,769.0,0.015625,BL_Beacon
286.0,10.0,1.0,0.990234375,WiFi_Stream
460.0,2.0,57.0,0.9072265625,Microwave_Oven
12.0,1.0,461.0,0.0185546875,BL_Beacon
501.0,1.0,127.0,0.7939453125,Microwave_Oven
501.0,10.0,106.0,0.7939453125,Microwave_Oven
372.0,3.0,1.0,0.990234375,WiFi_Stream
2.0,1.0,30.0,0.1103515625,WiFi_Beacon
12.0,3.0,461.0,0.017578125,BL_Beacon
343.0,9.0,1.0,0.9931640625,WiFi_Stream
472.0,1.0,169.0,0.7490234375,Microwave_Oven
18.0,1.0,450.0,0.021484375,BL_Beacon
7.0,1.0,14.0,0.3623046875,BL_Stream
463.0,1.0,173.0,0.7880859375,Microwave_Oven
7.0,1.0,14.0,0.3544921875,BL_Stream
118.0,1.0,1.0,0.990234375,WiFi_Stream
10.0,5.0,706.0,0.0146484375,BL_Beacon
464.0,1.0,24.0,0.904296875,Microwave_Oven
2.0,1.0,21.0,0.1123046875,WiFi_Beacon
9.0,1.0,17.0,0.3212890625,BL_Stream
2.0,1.0,31.0,0.109375,WiFi_Beacon
1.0,1.0,513.0,0.0029296875,BL_Beacon
14.0,1.0,463.0,0.029296875,BL_Beacon
