tx_period_max,tx_period_min,cl_period_max,duty_cycle,rf_label
5.0,1.0,17.0,0.25390625,BL_Stream
3.0,1.0,18.0,0.23046875,BL_Stream
4.0,1.0,10.0,0.41796875,BL_Stream
4.0,1.0,13.0,0.390625,BL_Stream
196.0,15.0,1.0,0.9921875,WiFi_Stream
177.0,177.0,79.0,0.69140625,Microwave_Oven
142.0,112.0,1.0,0.9921875,WiFi_Stream
2.0,1.0,19.0,0.109375,WiFi_Beacon
157.0,5.0,1.0,0.984375,WiFi_Stream
4.0,1.0,12.0,0.3828125,BL_Stream
95.0,1.0,20.0,0.8125,Microwave_Oven
203.0,1.0,31.0,0.83203125,Microwave_Oven
90.0,81.0,1.0,0.9921875,WiFi_Stream
12.0,2.0,190.0,0.0546875,BL_Beacon
2.0,2.0,243.0,0.0078125,BL_Beacon
4.0,1.0,13.0,0.2421875,BL_Stream
163.0,10.0,1.0,0.9921875,WiFi_Stream
2.0,2.0,213.0,0.0078125,BL_Beacon
198.0,57.0,1.0,0.99609375,WiFi_Stream
2.0,2.0,151.0,0.0078125,BL_Beacon
5.0,1.0,8.0,0.40234375,BL_Stream
4.0,1.0,11.0,0.3125,BL_Stream
5.0,1.0,18.0,0.28125,BL_Stream
3.0,3.0,165.0,0.01171875,BL_Beacon
2.0,1.0,144.0,0.01171875,BL_Beacon
226.0,8.0,1.0,0.9921875,WiFi_Stream
7.0,1.0,13.0,0.3515625,BL_Stream
114.0,1.0,77.0,0.55859375,Microwave_Oven
8.0,1.0,9.0,0.39453125,BL_Stream
188.0,14.0,1.0,0.98828125,WiFi_Stream
172.0,83.0,1.0,0.99609375,WiFi_Stream
112.0,45.0,1.0,0.9921875,WiFi_Stream
1.0,1.0,255.0,0.00390625,BL_Beacon
133.0,1.0,74.0,0.62890625,Microwave_Oven
2.0,2.0,191.0,0.0078125,BL_Beacon
163.0,38.0,1.0,0.9921875,WiFi_Stream
16.0,16.0,122.0,0.0625,BL_Beacon
5.0,1.0,11.0,0.30078125,BL_Stream
108.0,15.0,1.0,0.984375,WiFi_Stream
5.0,1.0,8.0,0.37890625,BL_Stream
5.0,1.0,10.0,0.328125,BL_Stream
5.0,1.0,14.0,0.27734375,BL_Stream
128.0,1.0,72.0,0.60546875,Microwave_Oven
26.0,1.0,173.0,0.25,Microwave_Oven
17.0,17.0,120.0,0.06640625,BL_Beacon
5.0,1.0,11.0,0.3203125,BL_Stream
248.0,5.0,3.0,0.98828125,Microwave_Oven
17.0,1.0,181.0,0.0703125,BL_Beacon
100.0,1.0,1.0,0.98046875,WiFi_Stream
228.0,228.0,28.0,0.890625,Microwave_Oven
4.0,1.0,14.0,0.2265625,BL_Stream
18.0,1.0,141.0,0.07421875,BL_Beacon
9.0,1.0,17.0,0.36328125,BL_Stream
2.0,1.0,88.0,0.01171875,BL_Beacon
81.0,1.0,38.0,0.7265625,Microwave_Oven
119.0,56.0,1.0,0.9921875,WiFi_Stream
225.0,2.0,23.0,0.90625,Microwave_Oven
12.0,12.0,162.0,0.046875,BL_Beacon
105.0,57.0,1.0,0.9921875,WiFi_Stream
12.0,3.0,182.0,0.05859375,BL_Beacon
4.0,1.0,13.0,0.29296875,BL_Stream
2.0,1.0,20.0,0.12109375,WiFi_Beacon
180.0,75.0,1.0,0.99609375,WiFi_Stream
5.0,1.0,8.0,0.41796875,BL_Stream
249.0,1.0,1.0,0.9921875,Microwave_Oven
120.0,10.0,93.0,0.6328125,Microwave_Oven
107.0,9.0,1.0,0.984375,WiFi_Stream
190.0,1.0,31.0,0.796875,Microwave_Oven
5.0,5.0,160.0,0.01953125,BL_Beacon
174.0,8.0,69.0,0.7109375,Microwave_Oven
133.0,7.0,1.0,0.9921875,WiFi_Stream
3.0,3.0,132.0,0.01171875,BL_Beacon
8.0,1.0,9.0,0.41015625,BL_Stream
4.0,1.0,14.0,0.25390625,BL_Stream
4.0,1.0,18.0,0.265625,BL_Stream
243.0,9.0,4.0,0.984375,Microwave_Oven
150.0,36.0,1.0,0.9921875,WiFi_Stream
4.0,1.0,13.0,0.37109375,BL_Stream
3.0,3.0,162.0,0.01171875,BL_Beacon
1.0,1.0,199.0,0.00390625,BL_Beacon
73.0,1.0,102.0,0.49609375,Microwave_Oven
4.0,1.0,13.0,0.33984375,BL_Stream
3.0,1.0,182.0,0.015625,BL_Beacon
166.0,5.0,1.0,0.9921875,WiFi_Stream
133.0,122.0,1.0,0.99609375,WiFi_Stream
2.0,1.0,29.0,0.1015625,WiFi_Beacon
99.0,1.0,149.0,0.41015625,Microwave_Oven
10.0,4.0,220.0,0.0546875,BL_Beacon
251.0,3.0,1.0,0.9921875,WiFi_Stream
253.0,2.0,1.0,0.99609375,Microwave_Oven
222.0,1.0,22.0,0.8984375,Microwave_Oven
16.0,16.0,146.0,0.0625,BL_Beacon
93.0,76.0,1.0,0.9921875,WiFi_Stream
115.0,10.0,1.0,0.98828125,WiFi_Stream
118.0,25.0,1.0,0.98828125,WiFi_Stream
159.0,1.0,32.0,0.734375,Microwave_Oven
91.0,10.0,124.0,0.50390625,Microwave_Oven
4.0,1.0,13.0,0.359375,BL_Stream
1.0,1.0,233.0,0.00390625,BL_Beacon
2.0,1.0,21.0,0.1015625,WiFi_Beacon
151.0,1.0,50.0,0.703125,Microwave_Oven
13.0,13.0,208.0,0.05078125,BL_Beacon
2.0,2.0,192.0,0.0078125,BL_Beacon
7.0,1.0,8.0,0.41015625,BL_Stream
54.0,1.0,124.0,0.40234375,Microwave_Oven
165.0,1.0,49.0,0.75,Microwave_Oven
1.0,1.0,123.0,0.0078125,BL_Beacon
3.0,1.0,11.0,0.26171875,BL_Stream
5.0,1.0,13.0,0.27734375,BL_Stream
131.0,12.0,1.0,0.98828125,WiFi_Stream
142.0,17.0,1.0,0.98828125,WiFi_Stream
4.0,1.0,11.0,0.296875,BL_Stream
159.0,8.0,84.0,0.65234375,Microwave_Oven
2.0,2.0,184.0,0.0078125,BL_Beacon
187.0,20.0,1.0,0.9921875,WiFi_Stream
4.0,1.0,10.0,0.32421875,BL_Stream
5.0,1.0,165.0,0.04296875,BL_Beacon
28.0,1.0,170.0,0.22265625,Microwave_Oven
5.0,1.0,10.0,0.30078125,BL_Stream
152.0,6.0,1.0,0.98828125,WiFi_Stream
204.0,1.0,26.0,0.87109375,Microwave_Oven
177.0,26.0,1.0,0.9921875,WiFi_Stream
148.0,107.0,1.0,0.99609375,WiFi_Stream
17.0,17.0,137.0,0.06640625,BL_Beacon
2.0,1.0,20.0,0.1015625,WiFi_Beacon
150.0,16.0,1.0,0.9921875,WiFi_Stream
71.0,5.0,1.0,0.98046875,WiFi_Stream
1.0,1.0,162.0,0.00390625,BL_Beacon
101.0,67.0,1.0,0.9921875,WiFi_Stream
8.0,1.0,9.0,0.40625,BL_Stream
6.0,1.0,8.0,0.4375,BL_Stream
211.0,1.0,10.0,0.88671875,Microwave_Oven
111.0,8.0,1.0,0.9765625,WiFi_Stream
213.0,1.0,37.0,0.84765625,Microwave_Oven
